id	name	namespace	UPS1_mean	UPS2_mean	UPS1_01	UPS1_02	UPS1_03	UPS1_04	UPS2_01	UPS2_02	UPS2_03	UPS2_04	UPS1_01_n_peptide	UPS1_02_n_peptide	UPS1_03_n_peptide	UPS1_04_n_peptide	UPS2_01_n_peptide	UPS2_02_n_peptide	UPS2_03_n_peptide	UPS2_04_n_peptide	UPS1_01_n_samp_children	UPS1_02_n_samp_children	UPS1_03_n_samp_children	UPS1_04_n_samp_children	UPS2_01_n_samp_children	UPS2_02_n_samp_children	UPS2_03_n_samp_children	UPS2_04_n_samp_children
GO:0051723	protein methylesterase activity	molecular_function	22.606170106522306	22.255839513954925	22.168839474583795	22.674586439306964	23.049010425978686	22.377899235157493	22.634509149618946	21.825803127808634	22.32993449252581	22.111692248436412	3.0	3.0	3.0	3.0	3.0	1.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0051726	regulation of cell cycle	biological_process	31.262652249392854	31.668060885211016	31.411906201636345	31.608894535538045	30.61927546489382	31.2328378263138	32.21801017936335	31.461069813321085	31.3434105436373	31.469023559707885	163.0	223.0	175.0	226.0	228.0	216.0	178.0	217.0	4.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0
GO:0051745	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity	molecular_function	23.24981589634343	22.876763688094847	23.1805184848659	23.58054225262616	23.0583486087994	23.119350846895458	22.953885439332765	21.84768580741513	22.828173278550306	23.45031742066795	3.0	4.0	4.0	2.0	3.0	2.0	4.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051748	UTP-monosaccharide-1-phosphate uridylyltransferase activity	molecular_function	29.11413020095778	29.238670416221556	29.017582062951092	29.275364602361904	28.79808851328168	29.307230243169474	29.421001592910695	29.46172162044346	29.042441068009065	28.961583544019295	27.0	26.0	21.0	25.0	28.0	25.0	26.0	25.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0051775	response to redox state	biological_process	21.01029480473497	21.440786284692717	21.815677629841485	21.166259430744535	NA	18.155376957363337	21.012553828107862	21.708238007923164	21.51549504063829	NA	1.0	1.0	NA	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051781	positive regulation of cell division	biological_process	20.126877998736212	19.68690049904913	20.159364897205798	20.323504278216543	19.748932216643308	20.21322500558119	NA	19.349281381778223	18.364498626460218	20.541921545760637	1.0	1.0	1.0	2.0	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051782	negative regulation of cell division	biological_process	24.18082133574178	23.91169345165341	24.27515153546976	24.20830626550364	23.99035842784492	24.233059310011033	24.39401814587797	23.759242238616377	23.62968922867417	23.72864360766271	2.0	2.0	1.0	3.0	3.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0051783	regulation of nuclear division	biological_process	25.17086998003693	26.153351808404835	NA	24.419249105627173	25.744802428632365	25.046632043962973	26.773310437090363	25.94244389302342	NA	25.41440248554139	NA	5.0	5.0	5.0	5.0	5.0	NA	5.0	NA	2.0	2.0	2.0	2.0	2.0	NA	2.0
GO:0051784	negative regulation of nuclear division	biological_process	22.848941885149564	23.831423713517474	NA	22.09732101073981	23.422874333745003	22.72470394907561	24.451382342203	23.620515798136058	NA	23.09247439065403	NA	1.0	1.0	1.0	1.0	1.0	NA	1.0	NA	1.0	1.0	1.0	1.0	1.0	NA	1.0
GO:0051787	misfolded protein binding	molecular_function	28.168414094870666	28.51069161537222	27.850674524837217	27.871483897338585	28.393468821815105	28.44921587277526	28.27154392157664	28.360165038253495	28.490217555984945	28.850882462758012	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051788	response to misfolded protein	biological_process	24.122374247952557	23.930956327003887	24.310559849071296	23.96616474978361	24.30093573975154	23.85622396899176	23.76174211371141	24.151814068823693	23.913361836634717	23.868102264365632	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0051801	cytolysis in other organism involved in symbiotic interaction	biological_process	33.29130568645614	34.32691335561342	33.575404716918186	33.098359171026445	33.41449634467077	33.002170101084396	34.27034852305756	34.57251056308512	34.212819508915125	34.22051347053014	104.0	100.0	98.0	94.0	104.0	98.0	100.0	100.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0051805	evasion or tolerance of immune response of other organism involved in symbiotic interaction	biological_process	24.9444275062636	24.778199820733615	25.178280618726674	25.157106195098734	24.316047602993528	24.970573441007463	24.941497004016476	25.23006672430901	24.206379029056784	24.525939830976935	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0051806	entry into cell of other organism involved in symbiotic interaction	biological_process	32.68248820710897	32.65395077554057	32.87383334313432	32.476168255455626	32.90462429818006	32.40489730428805	32.446501022065384	32.98874052449704	32.41035526114364	32.69393406588721	23.0	22.0	21.0	25.0	24.0	22.0	21.0	25.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0051807	evasion or tolerance of defense response of other organism involved in symbiotic interaction	biological_process	25.9444275062636	25.778199820733615	26.178280618726674	26.15710619509873	25.316047602993528	25.970573441007463	25.941497004016476	26.23006672430901	25.206379029056784	25.525939830976935	4.0	4.0	2.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0051817	modification of morphology or physiology of other organism involved in symbiotic interaction	biological_process	34.69729294090761	35.685911420099025	34.972656790008216	34.52741125049797	34.79282748374506	34.43250994239237	35.63301390127701	35.93511804970321	35.562594096599476	35.58024289954031	357.0	347.0	300.0	332.0	357.0	330.0	347.0	347.0	6.0	6.0	5.0	6.0	6.0	5.0	6.0	6.0
GO:0051818	disruption of cells of other organism involved in symbiotic interaction	biological_process	34.29130568645614	35.32691335561342	34.575404716918186	34.098359171026445	34.41449634467077	34.002170101084396	35.27034852305756	35.57251056308512	35.21281950891512	35.22051347053015	208.0	200.0	196.0	188.0	208.0	196.0	200.0	200.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0051828	entry into other organism involved in symbiotic interaction	biological_process	33.68248820710897	33.65395077554057	33.87383334313432	33.476168255455626	33.90462429818006	33.40489730428805	33.446501022065384	33.98874052449704	33.41035526114364	33.69393406588721	46.0	44.0	42.0	50.0	48.0	44.0	42.0	50.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0051832	avoidance of defenses of other organism involved in symbiotic interaction	biological_process	28.266355601150963	28.100127915620977	28.50020871361404	28.479034289986096	27.63797569788089	28.292501535894825	28.26342509890384	28.551994819196373	27.528307123944145	27.847867925864296	20.0	20.0	10.0	20.0	20.0	20.0	20.0	20.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0051833	suppression of defenses of other organism involved in symbiotic interaction	biological_process	26.529390006984755	26.363162321454773	26.763243119447832	26.74206869581989	25.901010103714686	26.55553594172862	26.526459504737634	26.815029225030166	25.791341529777938	26.110902331698092	6.0	6.0	3.0	6.0	6.0	6.0	6.0	6.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0051834	evasion or tolerance of defenses of other organism involved in symbiotic interaction	biological_process	26.9444275062636	26.778199820733615	27.178280618726674	27.15710619509873	26.316047602993528	26.970573441007463	26.941497004016476	27.23006672430901	26.206379029056784	26.525939830976935	8.0	8.0	4.0	8.0	8.0	8.0	8.0	8.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0051865	protein autoubiquitination	biological_process	18.82591452538421	19.486294654143848	18.93280983494753	19.27219743149549	18.217778654172704	18.681143204956488	19.674092048289758	19.504182221747275	19.35023150831928	19.39472591851015	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051871	dihydrofolic acid binding	molecular_function	21.85265856876744	21.86089705504776	21.776143753596358	21.81871758643133	21.66003390984174	22.115564672819957	22.05058633710118	18.53027031650629	22.351793852856165	22.298939579461695	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051879	Hsp90 protein binding	molecular_function	30.915355890760054	22.738265192190195	31.128853048707814	30.7546175381345	31.014039684006523	30.722943804895294	21.948354469989734	23.194702736880885	23.204940067017727	22.15521299763751	16.0	16.0	16.0	16.0	4.0	6.0	6.0	6.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051881	regulation of mitochondrial membrane potential	biological_process	27.12953211018793	29.001058680581618	26.420195778878483	27.25249378443215	27.11361288001123	27.519544001789882	28.964062344100242	28.974484571618433	28.976824850844704	29.085431013819857	2.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051883	killing of cells in other organism involved in symbiotic interaction	biological_process	33.876268187177295	34.911875856334575	34.16036721763934	33.6833216717476	33.99945884539193	33.58713260180555	34.85531102377871	35.15747306380627	34.79778200963628	34.805475971251305	156.0	150.0	147.0	141.0	156.0	147.0	150.0	150.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0051896	regulation of protein kinase B signaling	biological_process	26.724012763398868	28.704424981692927	26.432899829111037	26.799317358461444	26.5537759819296	27.034874467090656	28.760457228532946	28.61257372710975	28.75305537994126	28.686711207162496	4.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0051897	positive regulation of protein kinase B signaling	biological_process	26.724012763398868	28.704424981692927	26.432899829111037	26.799317358461444	26.5537759819296	27.034874467090656	28.760457228532946	28.61257372710975	28.75305537994126	28.686711207162496	4.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051903	S-(hydroxymethyl)glutathione dehydrogenase activity	molecular_function	29.139902694954806	29.21699862947641	29.174152655248694	29.176693678690555	28.880879952743754	29.296289465762126	29.444264795035647	28.98219264035017	29.150997423508187	29.251642582526657	27.0	29.0	24.0	31.0	30.0	26.0	27.0	26.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051908	double-stranded DNA 5'-3' exodeoxyribonuclease activity	molecular_function	20.137528670329715	21.43360982065152	19.486783184178346	19.32591351637692	21.2917063352677	19.32080797997233	22.233208569103276	21.5555808798694	20.41109755355621	20.874889395609234	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051912	CoB--CoM heterodisulfide reductase activity	molecular_function	24.32668907224942	24.24862445793878	24.33433668198137	24.462808818286863	24.012267975830692	24.45308838954496	24.58375396980363	24.173607467710884	23.900923161501357	24.253439641328605	6.0	6.0	2.0	7.0	6.0	5.0	6.0	5.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051920	peroxiredoxin activity	molecular_function	32.88260522490791	32.76697096688067	32.92186213493794	32.917054685450914	32.85007458845294	32.839473525864356	32.68220697416862	32.94774050012206	32.63480190839444	32.78291711603987	65.0	66.0	61.0	63.0	64.0	60.0	64.0	64.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0051952	regulation of amine transport	biological_process	30.115527088012463	27.270273881147414	30.23464932297995	29.982004713218714	30.060400933390184	30.17185094105596	27.49517679038329	27.205255965054796	27.154473986968394	27.200061047773797	27.0	27.0	27.0	31.0	30.0	28.0	25.0	23.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0051954	positive regulation of amine transport	biological_process	25.185366718032387	25.173403357693886	24.83569984226472	25.366325395234117	25.238235945463508	25.247864077904794	25.415264817116825	25.11088003978681	25.075120272432002	25.062099039337337	5.0	5.0	5.0	6.0	6.0	6.0	5.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0051955	regulation of amino acid transport	biological_process	26.77032921875354	26.75836585841504	26.420662342985874	26.951287895955275	26.823198446184666	26.83282657862595	27.000227317837982	26.695842540507968	26.660082773153157	26.64706154005849	15.0	15.0	15.0	18.0	18.0	18.0	15.0	15.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0051957	positive regulation of amino acid transport	biological_process	25.185366718032387	25.173403357693886	24.83569984226472	25.366325395234117	25.238235945463508	25.247864077904794	25.415264817116825	25.11088003978681	25.075120272432002	25.062099039337337	5.0	5.0	5.0	6.0	6.0	6.0	5.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0051960	regulation of nervous system development	biological_process	33.74007340895385	26.335667751375265	33.86997270569202	33.5989673696797	33.830026792471415	33.642530186612895	25.675405945666604	27.220355208716743	25.895153011129526	25.98459386824973	132.0	132.0	132.0	132.0	42.0	54.0	48.0	48.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0051962	positive regulation of nervous system development	biological_process	31.15511090823269	23.75070525065411	31.285010204970867	31.01400486895854	31.245064291750253	31.057567685891733	23.09044344494545	24.635392707995585	23.31019051040837	23.39963136752857	22.0	22.0	22.0	22.0	7.0	9.0	8.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0051983	regulation of chromosome segregation	biological_process	26.308373503786864	27.29085533215477	NA	25.556752629377108	26.8823059523823	26.184135567712907	27.910813960840297	27.079947416773354	NA	26.551906009291326	NA	11.0	11.0	11.0	11.0	11.0	NA	11.0	NA	3.0	3.0	3.0	3.0	3.0	NA	3.0
GO:0051985	negative regulation of chromosome segregation	biological_process	23.848941885149564	24.831423713517474	NA	23.09732101073981	24.422874333745003	23.72470394907561	25.451382342203	24.620515798136058	NA	24.09247439065403	NA	2.0	2.0	2.0	2.0	2.0	NA	2.0	NA	2.0	2.0	2.0	2.0	2.0	NA	2.0
GO:0051991	UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity	molecular_function	26.9454538114995	27.074612358563325	27.60442926301435	26.958851171372956	25.49777058424064	27.00909455966427	26.93297527536312	27.3529084685491	26.778516991848818	27.167218478986833	9.0	9.0	8.0	9.0	9.0	8.0	9.0	9.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051992	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity	molecular_function	22.03911070876761	21.81944522115067	22.440348109309824	22.759357653982537	19.856894874375936	21.73787820756146	21.51323375009472	21.569708441681854	22.165589414159157	21.92917836104444	2.0	3.0	2.0	2.0	3.0	3.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051996	squalene synthase activity	molecular_function	22.468050432752474	NA	NA	NA	22.468050432752474	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0051998	protein carboxyl O-methyltransferase activity	molecular_function	24.786759542306545	24.541827486793796	24.86543755933365	25.023445152999965	24.89052018696498	24.253718836113965	24.862425379925387	24.3819097340407	24.652203598354404	24.17700844636485	9.0	9.0	7.0	8.0	10.0	8.0	10.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0052026	modulation by symbiont of host transcription	biological_process	20.51925178792417	20.475247338001274	20.00906403504098	20.53238035202559	NA	20.885198899267962	20.614373985786198	NA	20.589200216566415	20.182900112180658	1.0	1.0	NA	1.0	1.0	NA	1.0	1.0	1.0	1.0	NA	1.0	1.0	NA	1.0	1.0
GO:0052027	modulation by symbiont of host signal transduction pathway	biological_process	26.853634383804337	26.679848252334423	27.033386216396472	27.04494382388645	26.316047602993528	26.905478474604948	26.796396455824638	27.10928925118985	26.116513149653642	26.515634204557852	7.0	7.0	4.0	7.0	7.0	7.0	7.0	7.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0052029	negative regulation by symbiont of host signal transduction pathway	biological_process	25.75674134390647	25.57429811704168	25.872298103312794	25.923320692999635	25.316047602993528	25.837307039765257	25.635053452076875	25.97746922178307	25.02067545447887	25.505254431825655	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0052031	modulation by symbiont of host defense response	biological_process	26.9444275062636	26.778199820733615	27.178280618726674	27.15710619509873	26.316047602993528	26.970573441007463	26.941497004016476	27.23006672430901	26.206379029056784	26.525939830976935	8.0	8.0	4.0	8.0	8.0	8.0	8.0	8.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0052037	negative regulation by symbiont of host defense response	biological_process	24.9444275062636	24.778199820733615	25.178280618726674	25.157106195098734	24.316047602993528	24.970573441007463	24.941497004016476	25.23006672430901	24.206379029056784	24.525939830976935	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0052053	negative regulation by symbiont of host catalytic activity	biological_process	24.540934406336685	24.33675892054631	24.483451068266938	24.644183292186156	24.316047602993528	24.69046580883321	24.245459827951464	24.671056263439482	23.8074867206401	24.48426812523274	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0052055	modulation by symbiont of host molecular function	biological_process	27.147933597552818	26.94632370696059	27.089886560822947	27.256695942000807	26.901010103714686	27.309424234245665	26.8687233101366	27.25601876416064	26.443217072483133	27.093416791629416	8.0	8.0	6.0	8.0	8.0	6.0	8.0	8.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0052056	negative regulation by symbiont of host molecular function	biological_process	25.573864487915053	25.373506788402388	25.515541882166914	25.685313705172614	25.316047602993528	25.741163932663003	25.302536619467855	25.671056263439482	24.882983905620634	25.520397002257766	3.0	3.0	2.0	3.0	3.0	2.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0052126	movement in host environment	biological_process	23.453482934254815	23.274726624062342	23.234021116401113	23.30509917401389	23.395680902600212	23.807513955971547	23.53018351602578	23.161036313892776	23.02424455795514	23.333319990559186	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0052128	positive energy taxis	biological_process	22.743624696956452	23.686312758783956	22.63469620048776	23.453376754852595	21.905434348218467	22.555680478918543	24.387885139038342	23.57767169747396	23.895680225706062	21.90084187499328	3.0	4.0	2.0	3.0	4.0	4.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0052131	positive aerotaxis	biological_process	22.743624696956452	23.686312758783956	22.63469620048776	23.453376754852595	21.905434348218467	22.555680478918543	24.387885139038342	23.57767169747396	23.895680225706062	21.90084187499328	3.0	4.0	2.0	3.0	4.0	4.0	2.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0052148	modulation by symbiont of host catalytic activity	biological_process	25.540934406336685	25.33675892054631	25.483451068266938	25.644183292186156	25.316047602993528	25.69046580883321	25.245459827951464	25.671056263439482	24.8074867206401	25.48426812523274	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0052167	modulation by symbiont of host innate immune response	biological_process	24.9444275062636	24.778199820733615	25.178280618726674	25.157106195098734	24.316047602993528	24.970573441007463	24.941497004016476	25.23006672430901	24.206379029056784	24.525939830976935	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0052170	negative regulation by symbiont of host innate immune response	biological_process	24.9444275062636	24.778199820733615	25.178280618726674	25.157106195098734	24.316047602993528	24.970573441007463	24.941497004016476	25.23006672430901	24.206379029056784	24.525939830976935	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0052173	response to defenses of other organism involved in symbiotic interaction	biological_process	30.467989462320613	30.301761776790627	30.701842574783687	30.680668151155746	29.83960955905054	30.494135397064476	30.46505896007349	30.753628680366024	29.729940985113796	30.049501787033947	92.0	92.0	46.0	92.0	92.0	92.0	92.0	92.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0
GO:0052192	movement in environment of other organism involved in symbiotic interaction	biological_process	23.453482934254815	23.274726624062342	23.234021116401113	23.30509917401389	23.395680902600212	23.807513955971547	23.53018351602578	23.161036313892776	23.02424455795514	23.333319990559186	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0052199	negative regulation of catalytic activity in other organism involved in symbiotic interaction	biological_process	24.540934406336685	24.33675892054631	24.483451068266938	24.644183292186156	24.316047602993528	24.69046580883321	24.245459827951464	24.671056263439482	23.8074867206401	24.48426812523274	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0052200	response to host defenses	biological_process	28.403859124900897	28.23763143937091	28.637712237363974	28.61653781373603	27.775479221630825	28.43000505964476	28.400928622653776	28.689498342946308	27.66581064769408	27.98537144961423	22.0	22.0	11.0	22.0	22.0	22.0	22.0	22.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0052203	modulation of catalytic activity in other organism involved in symbiotic interaction	biological_process	26.12589690705784	25.921721421267467	26.068413568988095	26.229145792907314	25.901010103714686	26.275428309554368	25.830422328672622	26.25601876416064	25.392449221361254	26.0692306259539	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0052204	negative regulation of molecular function in other organism involved in symbiotic interaction	biological_process	26.147933597552818	25.94632370696059	26.089886560822947	26.256695942000807	25.901010103714686	26.309424234245665	25.8687233101366	26.25601876416064	25.443217072483133	26.093416791629416	4.0	4.0	3.0	4.0	4.0	3.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0052205	modulation of molecular function in other organism involved in symbiotic interaction	biological_process	28.142455901065013	27.940212355778524	28.084548201231513	28.249857570014555	27.901010103714686	28.30100005951528	27.859242969430564	28.25601876416064	27.43069160970961	28.087408156770348	15.0	15.0	12.0	15.0	15.0	12.0	15.0	15.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0052250	modulation of signal transduction in other organism involved in symbiotic interaction	biological_process	27.407016769995472	27.230478301389994	27.566625745331283	27.590493631426074	26.901010103714686	27.46807318419201	27.329557228700445	27.651636130906432	26.67023183066262	27.097145072107164	10.0	10.0	6.0	10.0	10.0	10.0	10.0	10.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0052255	modulation by organism of defense response of other organism involved in symbiotic interaction	biological_process	28.644867224404692	28.478639538874706	28.87872033686777	28.857545913239825	28.01648732113462	28.671013159148558	28.64193672215757	28.930506442450103	27.906818747197878	28.226379549118025	26.0	26.0	13.0	26.0	26.0	26.0	26.0	26.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0052261	suppression of defense response of other organism involved in symbiotic interaction	biological_process	25.9444275062636	25.778199820733615	26.178280618726674	26.15710619509873	25.316047602993528	25.970573441007463	25.941497004016476	26.23006672430901	25.206379029056784	25.525939830976935	4.0	4.0	2.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0052306	modulation by organism of innate immune response in other organism involved in symbiotic interaction	biological_process	25.9444275062636	25.778199820733615	26.178280618726674	26.15710619509873	25.316047602993528	25.970573441007463	25.941497004016476	26.23006672430901	25.206379029056784	25.525939830976935	4.0	4.0	2.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0052309	negative regulation by organism of innate immune response in other organism involved in symbiotic interaction	biological_process	24.9444275062636	24.778199820733615	25.178280618726674	25.157106195098734	24.316047602993528	24.970573441007463	24.941497004016476	25.23006672430901	24.206379029056784	24.525939830976935	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0052312	modulation of transcription in other organism involved in symbiotic interaction	biological_process	20.51925178792417	20.475247338001274	20.00906403504098	20.53238035202559	NA	20.885198899267962	20.614373985786198	NA	20.589200216566415	20.182900112180658	1.0	1.0	NA	1.0	1.0	NA	1.0	1.0	1.0	1.0	NA	1.0	1.0	NA	1.0	1.0
GO:0052331	hemolysis in other organism involved in symbiotic interaction	biological_process	32.29130568645614	33.32691335561342	32.575404716918186	32.09835917102644	32.41449634467077	32.002170101084396	33.27034852305756	33.57251056308512	33.212819508915125	33.22051347053014	52.0	50.0	49.0	47.0	52.0	49.0	50.0	50.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0052381	tRNA dimethylallyltransferase activity	molecular_function	24.722015591493665	24.840503228060193	24.988711102115232	24.923936834414384	24.688250417832347	24.14393480664502	24.74568463657808	25.07926657172563	25.204010236956627	24.096498679643474	6.0	7.0	4.0	5.0	7.0	5.0	6.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0052493	negative regulation by organism of signal transduction in other organism involved in symbiotic interaction	biological_process	25.75674134390647	25.57429811704168	25.872298103312794	25.923320692999635	25.316047602993528	25.837307039765257	25.635053452076875	25.97746922178307	25.02067545447887	25.505254431825655	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0052547	regulation of peptidase activity	biological_process	29.33476246966774	28.876709485430982	29.580979910496165	29.387194135131416	28.961573485068705	29.34170159672952	29.09331427585101	28.728362869945975	28.77158530960964	28.88533321220238	99.0	105.0	78.0	109.0	97.0	78.0	92.0	83.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0052548	regulation of endopeptidase activity	biological_process	27.631400885528134	26.84897762800363	27.860912449546845	27.700542016236373	27.29009348348615	27.615653972932147	26.882708388678967	26.509194138702924	26.873844256698366	27.074004026092098	45.0	47.0	35.0	51.0	40.0	33.0	39.0	35.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0052552	modulation by organism of immune response of other organism involved in symbiotic interaction	biological_process	27.751782428321203	27.585554742791217	27.98563554078428	27.964461117156336	27.123402525051134	27.77792836306507	27.74885192607408	28.037421646366614	27.01373395111439	27.33329475303454	14.0	14.0	7.0	14.0	14.0	14.0	14.0	14.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0052553	modulation by symbiont of host immune response	biological_process	26.529390006984755	26.363162321454773	26.763243119447832	26.74206869581989	25.901010103714686	26.55553594172862	26.526459504737634	26.815029225030166	25.791341529777938	26.110902331698092	6.0	6.0	3.0	6.0	6.0	6.0	6.0	6.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0052561	negative regulation by organism of immune response of other organism involved in symbiotic interaction	biological_process	25.9444275062636	25.778199820733615	26.178280618726674	26.15710619509873	25.316047602993528	25.970573441007463	25.941497004016476	26.23006672430901	25.206379029056784	25.525939830976935	4.0	4.0	2.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
