id	taxon_name	rank	NS_mean	WS_mean	X730NS	X730WS	X733NS	X733WS	X734NS	X734WS	X737NS	X737WS	X760NS	X760WS	X769NS	X769WS	X781NS	X781WS	X795NS	X795WS	X852NS	X852WS	X861NS	X861WS	X866NS	X866WS	X867NS	X867WS	X730NS_n_peptide	X730WS_n_peptide	X733NS_n_peptide	X733WS_n_peptide	X734NS_n_peptide	X734WS_n_peptide	X737NS_n_peptide	X737WS_n_peptide	X760NS_n_peptide	X760WS_n_peptide	X769NS_n_peptide	X769WS_n_peptide	X781NS_n_peptide	X781WS_n_peptide	X795NS_n_peptide	X795WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X861NS_n_peptide	X861WS_n_peptide	X866NS_n_peptide	X866WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide	X730NS_n_samp_children	X730WS_n_samp_children	X733NS_n_samp_children	X733WS_n_samp_children	X734NS_n_samp_children	X734WS_n_samp_children	X737NS_n_samp_children	X737WS_n_samp_children	X760NS_n_samp_children	X760WS_n_samp_children	X769NS_n_samp_children	X769WS_n_samp_children	X781NS_n_samp_children	X781WS_n_samp_children	X795NS_n_samp_children	X795WS_n_samp_children	X852NS_n_samp_children	X852WS_n_samp_children	X861NS_n_samp_children	X861WS_n_samp_children	X866NS_n_samp_children	X866WS_n_samp_children	X867NS_n_samp_children	X867WS_n_samp_children
589436	Prevotella fusca	species	17.01451015632137	17.88573459641487	NA	NA	15.37293931140324	NA	17.134980622073194	NA	NA	18.82030628417676	NA	NA	15.341954491258292	NA	NA	14.390436567669564	17.53973066900413	NA	NA	NA	NA	NA	NA	NA	17.893865163620344	NA	NA	NA	1.0	NA	1.0	NA	NA	2.0	NA	NA	1.0	NA	NA	1.0	2.0	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
589437	Prevotella scopos	species	18.6607958896982	17.17181737026323	NA	NA	NA	NA	NA	17.33994850192714	19.23716000987413	NA	NA	NA	NA	12.438514024457653	18.693916964231995	NA	17.618903546080578	NA	NA	NA	NA	NA	NA	NA	NA	18.050584028229878	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	1.0	2.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
633701	Prevotella saccharolytica	species	20.240367641444077	19.47449378751294	19.619693561718048	NA	NA	NA	15.637570989318917	NA	18.546743730456072	17.742515986593148	19.7674186854857	NA	NA	14.782496615950276	22.37333716450462	18.767952099300206	20.145560209818587	NA	19.630277518724007	15.629683317192338	NA	21.560252362937366	NA	19.02619395301519	18.508642934992366	NA	1.0	NA	NA	NA	1.0	NA	2.0	1.0	1.0	NA	NA	1.0	3.0	1.0	2.0	NA	5.0	1.0	NA	1.0	NA	1.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
638847	Pyramidobacter	genus	19.230565710999524	19.208692937149024	NA	18.106239887825488	19.040180283751706	NA	20.277363001710913	16.205145711582	NA	16.88040463038693	17.89696732056469	21.21558262594905	NA	12.558719922528866	16.998773036999946	18.635118166004386	NA	17.94210540787212	NA	16.902871028371106	20.563913736451198	21.078048688054174	18.953253641384766	17.136674419093527	15.951616936405152	NA	NA	1.0	2.0	NA	2.0	1.0	NA	1.0	2.0	2.0	NA	1.0	2.0	1.0	NA	1.0	NA	1.0	1.0	1.0	2.0	1.0	1.0	NA	NA	1.0	1.0	NA	1.0	1.0	NA	1.0	1.0	1.0	NA	1.0	1.0	1.0	NA	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	NA
638849	Pyramidobacter piscolens	species	19.230565710999524	19.208692937149024	NA	18.106239887825488	19.040180283751706	NA	20.277363001710913	16.205145711582	NA	16.88040463038693	17.89696732056469	21.21558262594905	NA	12.558719922528866	16.998773036999946	18.635118166004386	NA	17.94210540787212	NA	16.902871028371106	20.563913736451198	21.078048688054174	18.953253641384766	17.136674419093527	15.951616936405152	NA	NA	1.0	2.0	NA	2.0	1.0	NA	1.0	2.0	2.0	NA	1.0	2.0	1.0	NA	1.0	NA	1.0	1.0	1.0	2.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
649775	Synergistia	class	21.344108704832678	20.342481859790936	12.722775191402782	18.92833567189773	20.513630556865273	NA	21.123541056925603	16.633712993437534	17.439985048901242	19.29640626065194	20.62546717088497	22.722314508599528	18.941545335029307	12.558719922528866	23.265900541868408	18.81660458896966	20.71863709736182	21.23783558474517	20.57715892196448	19.019500051140387	23.284148568284248	21.19462595676699	20.3662679682525	17.258831083285212	19.802895038657333	18.718863384956272	1.0	3.0	3.0	NA	4.0	2.0	3.0	4.0	3.0	3.0	2.0	1.0	9.0	4.0	1.0	4.0	2.0	4.0	2.0	3.0	4.0	2.0	2.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
649776	Synergistales	order	21.344108704832678	20.342481859790936	12.722775191402782	18.92833567189773	20.513630556865273	NA	21.123541056925603	16.633712993437534	17.439985048901242	19.29640626065194	20.62546717088497	22.722314508599528	18.941545335029307	12.558719922528866	23.265900541868408	18.81660458896966	20.71863709736182	21.23783558474517	20.57715892196448	19.019500051140387	23.284148568284248	21.19462595676699	20.3662679682525	17.258831083285212	19.802895038657333	18.718863384956272	1.0	3.0	3.0	NA	4.0	2.0	3.0	4.0	3.0	3.0	2.0	1.0	9.0	4.0	1.0	4.0	2.0	4.0	2.0	3.0	4.0	2.0	2.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
649777	Synergistaceae	family	21.344108704832678	20.342481859790936	12.722775191402782	18.92833567189773	20.513630556865273	NA	21.123541056925603	16.633712993437534	17.439985048901242	19.29640626065194	20.62546717088497	22.722314508599528	18.941545335029307	12.558719922528866	23.265900541868408	18.81660458896966	20.71863709736182	21.23783558474517	20.57715892196448	19.019500051140387	23.284148568284248	21.19462595676699	20.3662679682525	17.258831083285212	19.802895038657333	18.718863384956272	1.0	3.0	3.0	NA	4.0	2.0	3.0	4.0	3.0	3.0	2.0	1.0	9.0	4.0	1.0	4.0	2.0	4.0	2.0	3.0	4.0	2.0	2.0	1.0	1.0	3.0	2.0	NA	2.0	2.0	2.0	3.0	2.0	2.0	2.0	1.0	3.0	2.0	1.0	2.0	2.0	3.0	2.0	3.0	3.0	2.0	2.0	NA
651822	Fretibacterium fastidiosum	species	20.61045161637962	16.23121955135729	12.722775191402782	16.179630981979507	19.869503781814274	NA	NA	14.673557298875746	16.042956097685103	18.065133049847873	NA	NA	17.9494580385291	NA	22.993755162902215	15.735979675353091	NA	NA	20.48478167027031	14.872238805666392	NA	16.022966407310594	16.62806314865075	13.636221800319671	NA	NA	1.0	1.0	1.0	NA	NA	1.0	1.0	2.0	NA	NA	1.0	NA	3.0	3.0	NA	NA	1.0	1.0	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
656366	Arthrobacter alpinus	species	18.696574465260763	18.30541487594212	NA	NA	NA	NA	NA	NA	NA	18.77357404871198	NA	NA	NA	NA	NA	NA	19.348843909398457	NA	NA	NA	NA	NA	NA	17.60795445721716	17.473475082477773	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
661089	Carboxydothermus islandicus	species	NA	18.72992343077536	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.72992343077536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
666505	Phycisphaerae	class	NA	17.058315152876734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.058315152876734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
670516	Mycobacteroides	genus	NA	15.668026287641947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.668026287641947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA
671218	Alloprevotella rava	species	20.804354536917547	17.790199151823963	NA	NA	NA	NA	20.947013141795754	NA	19.74407452231356	13.626753077598302	21.497724644710956	NA	18.064132389242783	NA	19.64490516487331	19.327236663706376	20.033970884309753	NA	22.8574402187397	NA	19.294642834361568	13.2240823373156	NA	NA	17.680953459325455	NA	NA	NA	NA	NA	7.0	NA	3.0	1.0	10.0	NA	1.0	NA	1.0	1.0	3.0	NA	10.0	NA	2.0	1.0	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
671224	Selenomonas artemidis	species	19.938506964095676	20.001557341841252	20.417613258186428	16.484484216394765	10.335010028729487	NA	19.73739258603568	NA	21.352919699998342	21.79579632327258	19.497365062553307	20.901689569825862	NA	16.911143813428176	17.779655082855527	16.767472225692465	18.333365407334018	21.913737742993618	20.601649753491248	14.126204632336485	19.790869682440803	11.220827196280613	17.259026002626847	17.496682275401927	21.034702210371105	18.661996517861297	2.0	1.0	1.0	NA	3.0	NA	4.0	1.0	2.0	2.0	NA	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
693921	Sporadotrichida	order	17.827048908374902	NA	NA	NA	NA	NA	17.76243553391781	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.888892094960966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
697331	Basfia	genus	20.162840973602034	16.455607153189554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.162840973602034	16.455607153189554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	1.0
706570	Pseudomonas flexibilis	species	NA	16.124438691857435	NA	NA	NA	16.124438691857435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
708126	Jeotgalibaca dankookensis	species	16.854212234634126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.331684120995853	NA	NA	NA	16.13563934654902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
717963	Methylacidiphilales	order	NA	18.964160396071907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.964160396071907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0
717964	Methylacidiphilaceae	family	NA	18.964160396071907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.964160396071907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0
766764	Debaryomycetaceae	family	16.076794127932533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.076794127932533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
768503	Cytophagia	class	18.138475246903745	NA	NA	NA	NA	NA	17.940909666373763	NA	NA	NA	17.771170123058887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.574370476172813	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA
768507	Cytophagales	order	18.138475246903745	NA	NA	NA	NA	NA	17.940909666373763	NA	NA	NA	17.771170123058887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.574370476172813	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA
795747	Ignavibacteria	class	NA	16.517952696293435	NA	NA	NA	16.517952696293435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
796942	Stomatobaculum longum	species	24.31890208185925	18.5021294809561	21.05658753998512	17.37250604776525	NA	NA	14.01202844374089	16.168454200338186	23.36569909834533	13.59375109749577	27.020439391232987	NA	20.516859295932157	20.544551292317156	NA	NA	23.093964560592266	13.999083754199239	17.967401092740822	19.426249659950713	NA	18.758101725004565	22.852189784864542	14.3476999017977	NA	NA	1.0	1.0	NA	NA	1.0	1.0	41.0	1.0	213.0	NA	3.0	2.0	NA	NA	24.0	1.0	2.0	1.0	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
906689	Dendrobium catenatum	species	NA	17.8754627829109	NA	NA	NA	NA	NA	NA	NA	17.845929716183075	NA	19.00446079229158	NA	NA	NA	NA	NA	16.931787135634064	NA	NA	NA	NA	NA	NA	NA	16.201024977043314	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
909929	Selenomonadales	order	23.23864639783701	22.8728938280295	22.152150886712516	17.208137383583722	21.598185771677297	22.661543465600804	23.015096873655523	22.53113470361726	22.686497360154778	23.240165768832636	23.96621462793578	21.778565860399937	24.31621982642957	21.414594274785475	23.418189249072828	20.40663564024541	23.61221605568557	22.864012545765018	22.747995432652267	22.52115169140784	22.712049747539858	24.22506609220036	23.83919133820257	24.50800705913742	22.38475681070174	22.106172333873914	9.0	2.0	10.0	10.0	14.0	13.0	15.0	10.0	15.0	7.0	18.0	6.0	16.0	9.0	8.0	12.0	12.0	12.0	13.0	9.0	16.0	9.0	10.0	9.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
909930	Acidaminococcaceae	family	NA	19.595254884397445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.595254884397445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA
909932	Negativicutes	class	31.642194031354713	32.13468762235439	31.54431424469401	22.261073684107487	23.40341537239793	25.274630134164898	30.995174586086403	32.53438322649949	31.22160719144122	33.41628911555495	31.007758003630563	32.812479432123524	32.3657796226359	31.27982807466682	31.50580897261089	31.41998003537285	31.73676675760914	32.46689932493384	31.903353732509522	32.01991155162215	32.44050654608762	31.624366871994564	32.3766333292936	30.772011163763892	31.324387306077984	33.275255578432095	2112.0	24.0	13.0	22.0	1858.0	4415.0	2187.0	6539.0	2047.0	4470.0	3786.0	2718.0	2281.0	2701.0	2355.0	4257.0	2365.0	3164.0	3391.0	2649.0	3465.0	1957.0	2384.0	5655.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0
995019	Sutterellaceae	family	18.376066670795925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.376066670795925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1006005	Metallosphaera cuprina	species	17.679493017600592	NA	NA	NA	NA	NA	NA	NA	17.679493017600592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1078480	Haemophilus sputorum	species	17.398517069904383	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.398517069904383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1104324	Pyrobaculum ferrireducens	species	NA	18.1785889901235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.1785889901235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1129771	Leptotrichiaceae	family	27.00982088102517	22.60424071823768	20.721348783352624	22.548175434284303	22.0152838729725	20.889089457754665	25.054299595655024	23.629240819847357	24.944299271894657	23.4561396846187	24.300024074630453	22.28197208537886	22.954290254923585	20.100882705612374	30.173828039457938	22.830757480537898	23.273363649615675	23.621735654503176	24.110756077606293	22.787607610592815	19.127315816790805	21.004873553053635	27.8542086385163	21.651412162634063	25.142782197916958	22.17169927331586	9.0	8.0	17.0	4.0	75.0	13.0	32.0	19.0	32.0	4.0	18.0	5.0	1227.0	13.0	16.0	14.0	33.0	15.0	5.0	8.0	365.0	5.0	75.0	9.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1134404	Ignavibacteriae	phylum	NA	16.517952696293435	NA	NA	NA	16.517952696293435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1134687	Klebsiella michiganensis	species	18.00622408255685	16.975072915687083	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.975072915687083	NA	NA	NA	NA	NA	NA	NA	NA	18.00622408255685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1149133	Pseudomonas furukawaii	species	17.696067267652026	18.90074477317735	NA	NA	NA	20.804935296845006	17.609435007928678	NA	17.397515541166477	18.53203755890341	18.036262855233048	18.709029483191824	NA	NA	17.460535274911685	17.808241938116065	18.395904059953043	15.475367375017184	NA	NA	NA	NA	18.032336801114912	NA	15.655715648632365	14.425011898222731	NA	NA	NA	3.0	1.0	NA	1.0	3.0	2.0	2.0	NA	NA	3.0	1.0	1.0	1.0	NA	NA	NA	NA	1.0	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1164882	Lachnoanaerobaculum	genus	25.766120209321727	19.190607145140127	NA	NA	19.116921556092585	19.525412298262637	25.254730525851144	16.890349729540063	25.28222777379081	21.4792090373944	24.749063993494044	17.239902122835588	23.712749353234578	14.197457416178775	27.998907148555755	15.244828665072799	27.783137392870913	18.188700873728962	21.173038090763246	18.79367550005742	12.099188012657986	NA	19.765547950824875	19.998417271994207	20.86211702756787	17.38265500731056	NA	NA	1.0	3.0	84.0	2.0	60.0	1.0	43.0	2.0	3.0	2.0	469.0	3.0	379.0	3.0	6.0	2.0	1.0	NA	2.0	4.0	5.0	3.0	NA	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0
1172189	Oxytricha trifallax	species	17.827048908374902	NA	NA	NA	NA	NA	17.76243553391781	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.888892094960966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1173502	Seminibacterium arietis	species	17.273084574566994	17.42331336426554	NA	NA	17.273084574566994	17.629852112901112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.18218543181572	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1177712	Komagataeibacter medellinensis	species	NA	17.990213741528127	NA	NA	NA	NA	NA	NA	NA	17.48596340924097	NA	NA	NA	NA	NA	16.352844408036262	NA	NA	NA	18.58950111557756	NA	NA	NA	18.801068298258727	NA	17.484502362143	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1184396	Mesotoga	genus	NA	18.094588818259005	NA	NA	NA	18.199626288535587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.981299205656445	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1193503	Gilliamella	genus	17.52311066637174	19.23595702049028	NA	NA	NA	19.23595702049028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.133920996934602	NA	16.442666714661215	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA
