id	name	namespace	NS_mean	WS_mean	X737NS	X737WS	X852NS	X852WS	X867NS	X867WS	X737NS_n_peptide	X737WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide	X737NS_n_samp_children	X737WS_n_samp_children	X852NS_n_samp_children	X852WS_n_samp_children	X867NS_n_samp_children	X867WS_n_samp_children	log2fc_NS_over_WS	p	corrected_p
GO:0044249	cellular biosynthetic process	biological_process	32.478367642416515	33.97803572223529	32.33265551943029	33.83425629102633	32.29748416343911	34.26100925571859	32.758022341108955	33.790583440400525	1556.0	1946.0	2063.0	2267.0	2128.0	1891.0	13.0	16.0	16.0	16.0	14.0	15.0	-1.4996680798187754	0.0020640273884205557	0.022983633806058907
GO:0044255	cellular lipid metabolic process	biological_process	28.343924839396767	27.262484315712552	28.842495527110962	27.386486374551808	27.171196766025318	27.219203328740893	28.53751378005791	27.172911355402032	52.0	47.0	58.0	69.0	63.0	51.0	8.0	6.0	7.0	8.0	8.0	6.0	1.0814405236842148	0.1489256356537441	0.23583082663934798
GO:0044260	cellular macromolecule metabolic process	biological_process	29.73187003049786	30.419286503733098	29.77791349725575	30.123517002860268	29.549890665873733	30.598175241457604	29.850997208177446	30.494272342054025	300.0	325.0	360.0	381.0	349.0	317.0	7.0	7.0	7.0	7.0	7.0	7.0	-0.6874164732352384	0.016275236677579928	0.04751443503975941
GO:0044262	cellular carbohydrate metabolic process	biological_process	25.018529870173587	25.617807906956855	24.821893288895332	25.39283304451817	24.50077546811609	25.876205340190467	25.533494754079317	25.541133281389666	17.0	34.0	38.0	34.0	34.0	34.0	5.0	6.0	6.0	6.0	5.0	6.0	-0.599278036783268	0.12539631596603654	0.20489159319649472
GO:0044264	cellular polysaccharide metabolic process	biological_process	23.368250771185693	24.43743992694025	22.362593639319226	24.304903049547463	23.284211703258816	24.708963082904766	24.008449721321877	24.25415019341002	7.0	18.0	18.0	15.0	17.0	18.0	4.0	6.0	5.0	6.0	5.0	6.0	-1.0691891557545574	0.0727219775161841	0.12947034147390002
GO:0044267	cellular protein metabolic process	biological_process	28.51662813675221	29.14531562407576	28.644508373595844	28.806366025550386	28.28033068381639	29.27801940154734	28.598501889931025	29.299816924615754	116.0	115.0	126.0	137.0	128.0	111.0	3.0	3.0	3.0	3.0	3.0	2.0	-0.6286874873235497	0.03484606286032938	0.07505305846840174
GO:0044270	cellular nitrogen compound catabolic process	biological_process	27.703639046050128	29.09284777436973	27.488508285705084	28.86997873669825	27.446021395313874	29.525830577531195	28.084439263630824	28.75845588472437	44.0	44.0	59.0	61.0	60.0	41.0	3.0	3.0	3.0	3.0	3.0	3.0	-1.389208728319602	0.012025477804474148	0.04301923267523727
GO:0044271	cellular nitrogen compound biosynthetic process	biological_process	30.877063813219923	32.36096156427173	30.741801054943576	32.21092431477003	30.685423350591286	32.63769888456081	31.15669734313512	32.18848916343942	505.0	626.0	659.0	724.0	690.0	607.0	9.0	8.0	9.0	9.0	8.0	7.0	-1.4838977510518099	0.0020541172776718966	0.022983633806058907
GO:0044272	sulfur compound biosynthetic process	biological_process	24.274276076341554	24.67634384868643	25.15204097111241	23.964870421326427	22.909281199053346	24.78149067071443	23.90512489281351	25.069979744529988	12.0	11.0	13.0	15.0	12.0	10.0	3.0	3.0	3.0	3.0	3.0	3.0	-0.4020677723448749	0.44486575384601074	0.5491729546475804
GO:0044281	small molecule metabolic process	biological_process	33.38036946299227	34.695921128687466	33.25400526672218	34.531842124634515	33.08857687613455	35.01721298683335	33.721758922224986	34.47505986344618	2452.0	2824.0	3214.0	3462.0	3169.0	2682.0	11.0	11.0	11.0	11.0	11.0	11.0	-1.315551665695196	0.00671848525348744	0.029074260679022697
GO:0044282	small molecule catabolic process	biological_process	28.379912263984018	27.55292282198513	28.60228274512808	26.64341162789832	27.613769723871947	28.518274833898648	28.696479220140148	26.59583239689549	58.0	36.0	73.0	73.0	71.0	33.0	4.0	5.0	5.0	5.0	4.0	5.0	0.8269894419988866	0.2187113906162027	0.3170333384727638
GO:0044283	small molecule biosynthetic process	biological_process	28.79367315198406	30.329177998626914	28.567578448795523	30.152126874019434	28.70869549513997	30.610969313443324	29.05941584819901	30.17683421251617	125.0	158.0	178.0	189.0	150.0	154.0	4.0	4.0	4.0	4.0	4.0	4.0	-1.535504846642855	0.0018231651528975536	0.022983633806058907
GO:0044364	disruption of cells of other organism	biological_process	22.944595966902604	23.20435989727461	20.91970220789304	23.852961794796485	23.629464541472373	23.41023075446925	23.14211067250773	21.362538574076464	10.0	10.0	10.0	10.0	10.0	10.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.2597639303720065	0.7970116516700387	0.8450244017706462
GO:0044391	ribosomal subunit	cellular_component	27.85846442225266	28.692767869132823	28.051033121192965	28.372962924408327	27.55741639913477	28.777028131851267	27.922713780498253	28.88012743953104	69.0	61.0	67.0	74.0	70.0	60.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.8343034468801633	0.017666287681825942	0.04924177923984063
GO:0044419	interspecies interaction between organisms	biological_process	26.991105895849	28.39361647055233	26.529679509642648	28.25920376382809	26.848803015269734	28.739256574216824	27.44281599941355	28.10422076172441	29.0	31.0	24.0	29.0	28.0	29.0	3.0	3.0	3.0	3.0	3.0	3.0	-1.4025105747033315	0.012251983193896867	0.04301923267523727
GO:0044422	organelle part	cellular_component	28.06303324151187	28.759676169530817	28.07715148015441	28.424226434065385	27.90807755110005	28.82180516607297	28.19001400527421	28.97809491685286	78.0	73.0	81.0	88.0	83.0	73.0	3.0	3.0	4.0	4.0	4.0	4.0	-0.6966429280189459	0.02065931373647322	0.05351991981316192
GO:0044424	intracellular part	cellular_component	31.061800523979354	31.746899428193164	31.069169102344716	31.462305763729052	30.930941982678803	31.928108192757463	31.17495641642788	31.810669796101408	623.0	636.0	709.0	768.0	698.0	622.0	11.0	11.0	12.0	12.0	12.0	11.0	-0.6850989042138096	0.012547198469355897	0.04347391394225856
GO:0044425	membrane part	cellular_component	28.408661501643085	28.461992001558016	27.66760335164453	27.98880867367836	27.61762558795456	28.513153041504964	29.275585829179267	28.776431296366468	125.0	128.0	149.0	159.0	150.0	130.0	5.0	4.0	4.0	4.0	5.0	5.0	-0.05333049991493155	0.7067035415601712	0.78721407161133
GO:0044430	cytoskeletal part	cellular_component	19.457784600632873	21.618091398802534	17.822232855425355	21.06567417956972	19.444830917209615	21.774038563738536	20.212322670654192	21.88589139281341	1.0	4.0	5.0	5.0	4.0	4.0	1.0	2.0	2.0	2.0	2.0	2.0	-2.1603067981696604	0.03224659157126058	0.0704393631485692
GO:0044435	plastid part	cellular_component	24.97478397187828	23.33258814083189	21.32324854597617	21.789414231108665	25.567784144909982	22.837458655057354	25.472569464181372	24.294116838098642	4.0	4.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	1.64219583104639	0.5069928854615019	0.6094680142866149
GO:0044444	cytoplasmic part	cellular_component	29.93019802519109	30.57276407003939	29.951413505885515	30.262360485058235	29.812878676661725	30.741630332814232	30.018728899583355	30.66957800097373	253.0	246.0	272.0	297.0	273.0	244.0	17.0	15.0	16.0	17.0	18.0	16.0	-0.6425660448483015	0.017347130416989365	0.049181554637775626
GO:0044445	cytosolic part	cellular_component	27.89394379879195	28.585948179894018	27.960652616652354	28.28194844421936	27.841212056287688	28.852981597118692	27.87735331126504	28.56658111911129	48.0	43.0	49.0	54.0	48.0	43.0	4.0	5.0	5.0	5.0	4.0	5.0	-0.6920043811020697	0.01615225299600605	0.04737994212161775
GO:0044446	intracellular organelle part	cellular_component	28.05218669030159	28.747913918517238	28.07147268865747	28.410635151243767	27.89538635536692	28.814886593973327	28.175892502803677	28.9632207609216	76.0	71.0	78.0	85.0	80.0	70.0	5.0	5.0	5.0	5.0	5.0	5.0	-0.6957272282156488	0.020825164224235162	0.05351991981316192
GO:0044459	plasma membrane part	cellular_component	25.59938092044569	24.711385029617844	24.821327370865564	23.88081158114117	24.197183517688533	25.17396435794361	26.62688501010572	24.795028706136407	21.0	14.0	25.0	24.0	24.0	16.0	4.0	3.0	3.0	3.0	4.0	4.0	0.8879958908278454	0.5075602131964828	0.6094680142866149
GO:0044464	cell part	cellular_component	31.31979939113236	32.06212657786444	31.271209282428266	31.76732428420876	31.1508023579373	32.25630177212665	31.51345560579545	32.119744684929984	728.0	745.0	824.0	904.0	823.0	735.0	11.0	10.0	11.0	12.0	12.0	11.0	-0.74232718673208	0.015139560077662996	0.0462006141761293
GO:0045184	establishment of protein localization	biological_process	24.56717043819009	25.54276796239809	24.308026916338896	24.62339862920659	23.37319278530672	25.24984511338072	25.355705891800213	26.26961068501593	17.0	18.0	25.0	29.0	25.0	17.0	3.0	3.0	3.0	3.0	3.0	3.0	-0.9755975242080019	0.2380215921272658	0.3394011591444346
GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)	cellular_component	23.5379004232585	25.63225803251309	24.13584812817021	26.065058689830646	23.065893419782057	25.143364513092433	23.15233161504405	25.539267338506953	8.0	8.0	8.0	9.0	9.0	8.0	NA	NA	NA	NA	NA	NA	-2.0943576092545904	0.00803228941376137	0.03320731730789935
GO:0045454	cell redox homeostasis	biological_process	22.82436648447041	25.076625566573963	22.38857643031932	24.896745753703428	23.557063262010484	24.91560554712818	22.084919204950584	25.366850567773746	4.0	9.0	11.0	12.0	9.0	11.0	NA	NA	NA	NA	NA	NA	-2.252259082103553	0.0073660774668813	0.030658808916208653
GO:0046034	ATP metabolic process	biological_process	28.1322172450186	29.991113791902446	27.626492604675178	29.88823062325891	28.004692096951214	30.274545188336585	28.597191849945226	29.75960479222894	46.0	60.0	59.0	65.0	62.0	58.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.8588965468838445	0.004147175905488411	0.025178911490942507
GO:0046128	purine ribonucleoside metabolic process	biological_process	23.427794282457594	25.499337856977625	22.262499129528322	25.43465989392013	23.85339843098585	25.93028872542957	23.703983768098684	24.97591542314609	15.0	27.0	24.0	25.0	22.0	25.0	4.0	4.0	4.0	4.0	4.0	4.0	-2.0715435745200317	0.019681079036611628	0.0527606964819147
GO:0046129	purine ribonucleoside biosynthetic process	biological_process	21.814680412314075	24.030817053528754	20.62621087515109	23.925273264124414	22.344789508381854	24.43395038860497	21.974559543907226	23.612252462786888	5.0	10.0	10.0	10.0	9.0	10.0	2.0	2.0	2.0	2.0	2.0	2.0	-2.2161366412146783	0.015139858072949538	0.0462006141761293
GO:0046364	monosaccharide biosynthetic process	biological_process	23.29653988233109	24.278506769317808	23.44845497551305	23.796945717035328	22.659920194390864	24.02557133602748	23.613541001374784	24.809187391564336	10.0	8.0	10.0	9.0	9.0	7.0	2.0	2.0	2.0	2.0	1.0	2.0	-0.9819668869867186	0.08452142816995119	0.14749348371866836
GO:0046390	ribose phosphate biosynthetic process	biological_process	27.526614299087267	29.19291428201138	27.35310846447473	29.08993023666613	27.263778386769662	29.46684768375596	27.88260779236761	28.97497894731396	52.0	62.0	66.0	73.0	72.0	59.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.6662999829241123	0.0023326965494932547	0.022983633806058907
GO:0046394	carboxylic acid biosynthetic process	biological_process	28.02157784175336	29.47291337322859	27.869658215626565	29.28633891095951	27.893137190307765	29.686809789179613	28.266620998819647	29.416263153478077	77.0	95.0	110.0	119.0	82.0	93.0	5.0	5.0	5.0	5.0	4.0	5.0	-1.4513355314752303	0.001135529791727161	0.022983633806058907
GO:0046451	diaminopimelate metabolic process	biological_process	21.051829962669085	24.290098874523352	20.47685030054252	23.845094629235266	21.54424673022274	23.93576481202964	20.934519562645733	24.858799585934854	5.0	8.0	6.0	8.0	4.0	8.0	2.0	2.0	2.0	2.0	2.0	2.0	-3.2382689118542665	0.0019621998991859223	0.022983633806058907
GO:0046483	heterocycle metabolic process	biological_process	33.43321435595828	35.09120561899107	33.17143072164833	34.96609994313763	33.250001613455304	35.38577506534896	33.79521217026064	34.86780528656174	2711.0	3446.0	3602.0	3952.0	3798.0	3294.0	10.0	9.0	10.0	10.0	10.0	9.0	-1.657991263032791	0.0027190877383900945	0.022983633806058907
GO:0046496	nicotinamide nucleotide metabolic process	biological_process	27.144539445502442	28.97593037269083	26.61203115527007	28.84447617988704	27.046530126345672	29.276125048112736	27.60326475114616	28.751239958821397	23.0	33.0	35.0	37.0	31.0	32.0	3.0	3.0	3.0	3.0	3.0	3.0	-1.8313909271883873	0.004745355855784048	0.025718158691624474
GO:0046653	tetrahydrofolate metabolic process	biological_process	26.566017106133426	24.523899453622718	26.96932618842381	22.919026591309986	26.39602881100844	25.64468549361673	26.22340502743197	23.51400069681695	16.0	7.0	15.0	19.0	20.0	7.0	3.0	3.0	3.0	3.0	3.0	3.0	2.042117652510708	0.04326579692749967	0.08795950794501584
GO:0046677	response to antibiotic	biological_process	22.55238786630576	23.38520973649916	22.78713915193463	22.379750805023875	22.66723461729001	22.97807615342473	22.11883505640915	24.19072354320572	5.0	4.0	3.0	5.0	4.0	4.0	NA	NA	NA	NA	NA	NA	-0.8328218701933991	0.3131088951984866	0.4211246276032047
GO:0046700	heterocycle catabolic process	biological_process	27.703639046050128	29.09284777436973	27.488508285705084	28.86997873669825	27.446021395313874	29.525830577531195	28.084439263630824	28.75845588472437	44.0	44.0	59.0	61.0	60.0	41.0	3.0	3.0	3.0	3.0	3.0	3.0	-1.389208728319602	0.012025477804474148	0.04301923267523727
GO:0046872	metal ion binding	molecular_function	27.909597907685967	29.35967106507479	27.969153659887233	29.16802228994593	27.52624211091509	29.76839597571413	28.16201715187685	29.032111835883285	116.0	142.0	152.0	166.0	149.0	140.0	3.0	3.0	3.0	3.0	3.0	3.0	-1.4500731573888217	0.008139743773546504	0.03342721443003098
GO:0046873	metal ion transmembrane transporter activity	molecular_function	23.7240972301135	21.657637242474948	24.398870864362163	19.98690251265877	20.908318853909602	21.948464357844664	24.05938409693532	22.206138205922645	5.0	4.0	4.0	6.0	3.0	5.0	3.0	2.0	3.0	3.0	3.0	3.0	2.0664599876385523	0.255573734643379	0.359437033197081
GO:0046890	regulation of lipid biosynthetic process	biological_process	19.508377248412035	20.298762930835927	20.057975780989214	20.51025517085904	19.18133621567716	19.501233943474727	19.072319960227887	20.63993010418282	3.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.7903856824238922	0.17687135089994532	0.26647817953960573
GO:0046914	transition metal ion binding	molecular_function	25.580129602049517	27.23827468155045	25.54410898859341	27.437168835300326	25.684918105517145	26.90812070654614	25.505098626122432	27.31788178752592	34.0	47.0	42.0	47.0	38.0	46.0	4.0	4.0	4.0	4.0	4.0	4.0	-1.6581450795009332	0.0006305650456832464	0.022983633806058907
GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	molecular_function	23.63555191749796	25.806202467436265	24.13584812817021	26.13247595048565	23.2782213867383	25.603645554087358	23.322412612988032	25.617213561489443	8.0	12.0	11.0	13.0	12.0	12.0	NA	NA	NA	NA	NA	NA	-2.170650549938305	0.0025668039226789396	0.022983633806058907
GO:0048037	cofactor binding	molecular_function	28.616580474997345	29.582619208704727	28.49466578919225	29.21175829120364	28.201667537706598	29.63066587955561	29.02905637897689	29.83698943336552	65.0	59.0	73.0	81.0	71.0	58.0	5.0	4.0	5.0	5.0	5.0	5.0	-0.9660387337073821	0.0317451728208035	0.0697606252163907
GO:0048518	positive regulation of biological process	biological_process	26.94786503105691	27.450617247061786	26.97525720146934	27.42685237123102	26.945930364954805	28.03053208482385	26.921912495882612	26.511568341521638	42.0	49.0	28.0	35.0	42.0	42.0	2.0	5.0	2.0	5.0	5.0	5.0	-0.5027522160048754	0.4435052597687769	0.5485928514408968
GO:0048519	negative regulation of biological process	biological_process	25.371898233194365	28.067652487601123	25.91420321631677	28.8339695783565	23.42391642213659	27.79760113706963	25.73313217110065	26.977733783283092	35.0	17.0	33.0	34.0	34.0	15.0	3.0	3.0	3.0	3.0	3.0	2.0	-2.695754254406758	0.041988541459926795	0.08621647179771635
GO:0048878	chemical homeostasis	biological_process	26.78349530828678	26.265833281021532	25.84708184061965	26.563981522452412	27.79343723381773	25.959786616120123	25.674571293289517	26.209311494454518	39.0	37.0	21.0	30.0	30.0	27.0	3.0	3.0	3.0	3.0	3.0	2.0	0.5176620272652492	0.795855986889333	0.8450244017706462
GO:0050567	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	molecular_function	20.18076677470468	22.570147510531807	18.70294024774553	22.279956590521845	20.927664862360086	22.803514364510107	20.126059809462728	22.57968237394027	3.0	7.0	7.0	7.0	5.0	7.0	NA	NA	NA	NA	NA	NA	-2.389380735827128	0.016881121393301723	0.04905080555789557
GO:0050660	flavin adenine dinucleotide binding	molecular_function	25.95926007119985	25.61174230574291	26.207011198449802	25.46232629337966	24.91782171944207	25.333343558354745	26.367213516313377	25.96097057225657	10.0	7.0	14.0	16.0	15.0	9.0	NA	NA	NA	NA	NA	NA	0.3475177654569386	0.6477539502912179	0.744433644364534
GO:0050661	NADP binding	molecular_function	26.43914620813849	28.204817804895644	25.53511747372961	27.81675070899097	26.44048606789639	28.39344636944977	26.989730229680205	28.33728602588061	9.0	9.0	9.0	9.0	9.0	9.0	NA	NA	NA	NA	NA	NA	-1.765671596757155	0.01577922341031631	0.04673077702285984
GO:0050662	coenzyme binding	molecular_function	28.056797452333107	29.434580172254467	27.62514734088273	29.079838671418273	27.824004575226606	29.523219794358575	28.55003570404346	29.642002334345086	49.0	44.0	51.0	59.0	53.0	45.0	6.0	5.0	6.0	6.0	6.0	6.0	-1.3777827199213597	0.01263284187607838	0.04347391394225856
GO:0050789	regulation of biological process	biological_process	30.51293287766117	31.68988006152151	30.715061913602423	32.120936636872955	30.212210674475827	31.804030125146998	30.56640477849629	30.877501326456922	659.0	727.0	686.0	768.0	721.0	648.0	6.0	8.0	6.0	8.0	8.0	7.0	-1.1769471838603387	0.051626816382050404	0.10063961674475648
GO:0050794	regulation of cellular process	biological_process	27.563148892659864	29.23555524688432	27.873944239033808	29.66103147513236	27.326186242466374	29.389189991287328	27.42879663975165	28.35886595188661	102.0	121.0	132.0	145.0	125.0	115.0	6.0	7.0	6.0	7.0	7.0	7.0	-1.6724063542244565	0.020851916810322828	0.05351991981316192
GO:0050801	ion homeostasis	biological_process	26.61175859152621	26.0930741755616	25.67617223683463	26.390872144134274	27.621625519804017	25.784184568697768	25.50222775434564	26.03938649301221	34.0	32.0	18.0	26.0	26.0	24.0	3.0	3.0	3.0	3.0	3.0	3.0	0.5186844159646107	0.7946748083775999	0.8450244017706462
GO:0050896	response to stimulus	biological_process	27.36831040253993	26.83098504127157	26.84671561741552	26.418173958373362	27.436745499135927	26.667669483194427	27.69579079213175	27.270205144020967	59.0	51.0	60.0	65.0	60.0	49.0	6.0	6.0	6.0	6.0	6.0	6.0	0.5373253612683584	0.2036717822545629	0.30099958472986676
GO:0050992	dimethylallyl diphosphate biosynthetic process	biological_process	22.210778853906326	23.72864054874306	21.863738764490613	24.20057037892387	22.48565190449904	22.897069951227763	22.216418756692306	23.800566993061825	3.0	3.0	4.0	4.0	4.0	3.0	NA	NA	NA	NA	NA	NA	-1.517861694836732	0.027431614576331156	0.0639180860625424
GO:0051082	unfolded protein binding	molecular_function	25.745060804255424	26.59569684788005	24.312732269148484	26.43884295136284	26.664913535785512	26.78294512762588	25.30586471867491	26.543446851870623	14.0	14.0	15.0	16.0	14.0	14.0	NA	NA	NA	NA	NA	NA	-0.8506360436246254	0.1675331647663828	0.2580010737402295
GO:0051128	regulation of cellular component organization	biological_process	21.3736972275016	23.120007771398722	19.7797832227647	23.334129904969487	22.058638406702247	23.251322731368926	21.459247064623533	22.69475954295121	2.0	7.0	7.0	8.0	6.0	6.0	1.0	2.0	2.0	2.0	2.0	2.0	-1.7463105438971205	0.04856863619889645	0.09745368045120592
GO:0051171	regulation of nitrogen compound metabolic process	biological_process	27.732083230111947	28.408428593843972	27.93507262328195	28.80644723216244	27.464034044766226	28.46880815346179	27.75849699898625	27.76358689837919	69.0	70.0	55.0	58.0	63.0	58.0	5.0	5.0	5.0	5.0	5.0	5.0	-0.6763453637320254	0.13587787781664792	0.21853987659283322
GO:0051173	positive regulation of nitrogen compound metabolic process	biological_process	24.913945012361665	24.90099921987147	24.95822097237821	24.823390657924943	24.842072859516392	25.35909385004645	24.938877210186767	24.341731438345327	8.0	8.0	4.0	4.0	6.0	6.0	2.0	2.0	2.0	2.0	2.0	2.0	0.01294579249019634	0.8206409865623374	0.8539713715394799
GO:0051179	localization	biological_process	28.43954862881675	29.45724325010204	28.42148927969416	29.29680850097705	27.423837179013503	29.214888606007523	29.04158298284101	29.790529744952426	200.0	222.0	272.0	319.0	279.0	221.0	4.0	4.0	4.0	4.0	4.0	4.0	-1.0176946212852904	0.08694837147451515	0.15087379388253896
GO:0051186	cofactor metabolic process	biological_process	29.790218172774377	31.129180763660045	29.706668914807572	30.937498411218854	29.674345156070533	31.4700157359003	29.970930306151146	30.908106782369558	168.0	184.0	205.0	232.0	217.0	172.0	5.0	6.0	4.0	6.0	6.0	5.0	-1.338962590885668	0.0030013379943086265	0.022983633806058907
GO:0051188	cofactor biosynthetic process	biological_process	27.757581026081446	29.15964153072293	27.669539589333358	28.96163485552954	27.672895917021226	29.52259456755884	27.916190250055184	28.91185948165091	42.0	47.0	50.0	57.0	54.0	43.0	4.0	4.0	3.0	4.0	4.0	3.0	-1.402060504641483	0.0028889662957651235	0.022983633806058907
GO:0051213	dioxygenase activity	molecular_function	23.13088400842456	23.064728593755106	24.08882242055791	23.066088609339232	21.91029432551279	23.01723666955513	22.460548741533948	23.109388253661336	5.0	3.0	5.0	6.0	6.0	3.0	NA	NA	NA	NA	NA	NA	0.06615541466945274	0.7278762618041108	0.8020962026320793
GO:0051234	establishment of localization	biological_process	28.20892656539895	29.2489827481954	28.22619630808884	29.17362731406593	27.239723655565484	29.02196511559631	28.77176184545681	29.507794028931304	162.0	182.0	224.0	256.0	220.0	182.0	3.0	3.0	3.0	3.0	3.0	3.0	-1.040056182796448	0.07013358538415095	0.12522402491778836
GO:0051246	regulation of protein metabolic process	biological_process	27.17210112069039	27.31018599566064	27.337329092115912	27.66593978385805	26.90599520156568	27.2503415800174	27.23849442348445	26.9161134374183	38.0	37.0	20.0	21.0	30.0	28.0	5.0	5.0	5.0	5.0	5.0	5.0	-0.13808487497025013	0.668278691649036	0.7637470761703268
GO:0051247	positive regulation of protein metabolic process	biological_process	24.78083882100003	24.25422087235248	24.84360916899855	24.11713944035942	24.650565230358108	24.46053766202199	24.84001734077885	24.160194253844644	7.0	7.0	3.0	3.0	5.0	5.0	2.0	2.0	2.0	2.0	2.0	2.0	0.5266179486475515	0.01323683070821336	0.0440895284896868
GO:0051258	protein polymerization	biological_process	22.321252499467526	24.65751518020336	22.207935878950888	23.89059724858568	22.522492853314233	24.88542922332201	22.210107961058196	24.96923683994645	3.0	3.0	4.0	4.0	3.0	4.0	NA	NA	NA	NA	NA	NA	-2.3362626807358353	0.003304861789483608	0.02395052779202238
GO:0051259	protein complex oligomerization	biological_process	24.00645429432262	26.07805065587355	23.17006582336727	26.245503855879626	23.78987653797165	26.921050120038625	24.66578680803932	22.489913924128285	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0	3.0	1.0	-2.071596361550931	0.4051001193296392	0.5124059004251699
GO:0051287	NAD binding	molecular_function	26.727870631116875	28.18558243056193	26.064275598897773	27.795189163422155	26.599190474165862	28.38666863611289	27.26792662820584	28.30661753720277	17.0	12.0	15.0	17.0	15.0	11.0	NA	NA	NA	NA	NA	NA	-1.457711799445054	0.018279445524421744	0.050003142320972596
GO:0051301	cell division	biological_process	25.29108116331408	24.91555119012891	23.60002711852181	24.652837079236846	26.25087479718159	25.2547681937345	24.866911946013122	24.765809467045685	12.0	16.0	16.0	19.0	15.0	14.0	NA	NA	NA	NA	NA	NA	0.37552997318517	0.9859052544214262	0.9859052544214262
GO:0051536	iron-sulfur cluster binding	molecular_function	25.154061711384028	23.81571476674337	25.41568236125961	23.03998723368413	23.285696635045305	23.915395141530517	25.765037368103513	24.242644978849444	6.0	9.0	11.0	10.0	6.0	7.0	1.0	2.0	2.0	2.0	2.0	1.0	1.3383469446406586	0.2710742329903578	0.3760849718965325
GO:0051539	4 iron, 4 sulfur cluster binding	molecular_function	25.106317413157754	23.423271647156728	25.370844951137446	21.321830890975345	23.11657937175065	23.757588521345248	25.735765246749946	24.01417953876697	5.0	4.0	6.0	5.0	3.0	4.0	NA	NA	NA	NA	NA	NA	1.683045766001026	0.22286563651404415	0.32001219602016595
GO:0051641	cellular localization	biological_process	24.33209341846771	25.291497504237622	24.169912310667637	24.15890973870887	22.67013246263813	24.713514690929852	25.172309045147337	26.197621020437197	12.0	13.0	16.0	21.0	19.0	13.0	3.0	3.0	3.0	3.0	3.0	3.0	-0.9594040857699113	0.34290548549503236	0.44752071835792356
GO:0051704	multi-organism process	biological_process	27.019690828615488	28.40730458888649	26.54619341758769	28.28173851006895	26.895796950967583	28.75194811606729	27.465498137424593	28.109551673836908	33.0	35.0	28.0	34.0	33.0	33.0	3.0	3.0	3.0	4.0	4.0	3.0	-1.3876137602710017	0.01280826987300727	0.04350490763850269
GO:0051715	cytolysis in other organism	biological_process	21.2076303727364	21.467394303108406	19.182736613726828	22.115996200630285	21.892498947306166	21.67326516030305	21.405145078341526	19.625572979910256	3.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.2597639303720065	0.7970116516700371	0.8450244017706462
GO:0051716	cellular response to stimulus	biological_process	24.78268868753009	24.466445246772302	24.56884289668939	23.92999589713881	25.043184483515525	24.71405251210329	24.69322794697733	24.634185814562674	8.0	5.0	8.0	8.0	8.0	5.0	2.0	2.0	2.0	2.0	2.0	2.0	0.31624344075778765	0.2984764979256857	0.4040912587301591
GO:0051745	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity	molecular_function	22.210778853906326	23.72864054874306	21.863738764490613	24.20057037892387	22.48565190449904	22.897069951227763	22.216418756692306	23.800566993061825	3.0	3.0	4.0	4.0	4.0	3.0	NA	NA	NA	NA	NA	NA	-1.517861694836732	0.027431614576331156	0.0639180860625424
GO:0051817	modification of morphology or physiology of other organism involved in symbiotic interaction	biological_process	21.950146346757425	22.304029989454843	19.91970220789304	22.947330998155408	22.629464541472373	22.47738830608198	22.156586425154185	20.616326724471005	5.0	6.0	5.0	6.0	6.0	6.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.35388364269741857	0.705868585229553	0.78721407161133
GO:0051818	disruption of cells of other organism involved in symbiotic interaction	biological_process	21.62266787201524	21.882431802387252	19.597774113005677	22.53103369990913	22.307536446585008	22.088302659581885	21.82018257762037	20.040610479189095	4.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.2597639303720136	0.7970116516700413	0.8450244017706462
GO:0051883	killing of cells in other organism involved in symbiotic interaction	biological_process	21.2076303727364	21.467394303108406	19.182736613726828	22.115996200630285	21.892498947306166	21.67326516030305	21.405145078341526	19.625572979910256	3.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.2597639303720065	0.7970116516700371	0.8450244017706462
GO:0052657	guanine phosphoribosyltransferase activity	molecular_function	20.09213558784318	22.56947072712725	18.531723294462964	22.348184222950373	20.697654664153337	22.638520795858184	20.280434884244308	22.697993915799266	1.0	3.0	4.0	4.0	4.0	4.0	NA	NA	NA	NA	NA	NA	-2.477335139284069	0.015427897075696174	0.0462006141761293
